"id","uuid","cultivo","predio","enfermedad","riesgo","lat","lng","biomasa","fecha_inicio_analisis","fecha_termino_analisis","productos"
20454,"3aef9d30-522a-11ee-9742-2d533c206ccf",banano,dona_chona_tecoman,Sigatoka_Negra,bajo,18.8670762036792,-103.89656334595,0.0,2022-01-13 00:00:00.000,2022-01-19 00:00:00.000,{soldier}
20455,"3aef9d30-522a-11ee-9742-2d533c206ccf",banano,dona_chona_tecoman,Sigatoka_Negra,bajo,18.8670762036792,-103.89656334595,0.0,2022-01-09 00:00:00.000,2022-01-15 00:00:00.000,{soldier}
20456,"3aef9d30-522a-11ee-9742-2d533c206ccf",banano,dona_chona_tecoman,Sigatoka_Negra,bajo,18.8670762036792,-103.89656334595,0.0,2022-01-05 00:00:00.000,2022-01-11 00:00:00.000,{soldier}
20457,"3aef9d30-522a-11ee-9742-2d533c206ccf",banano,dona_chona_tecoman,Sigatoka_Negra,bajo,18.8670762036792,-103.89656334595,0.0,2022-01-17 00:00:00.000,2022-01-23 00:00:00.000,{soldier}
20458,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-17 00:00:00.000,2022-01-23 00:00:00.000,"{fungifree,zoll,controller}"
20459,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-17 00:00:00.000,2022-03-23 00:00:00.000,"{fungifree,zoll,controller}"
20460,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-21 00:00:00.000,2022-01-27 00:00:00.000,"{fungifree,zoll,controller}"
20461,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-01-09 00:00:00.000,2022-01-15 00:00:00.000,"{fungifree,zoll,controller}"
20462,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-01-05 00:00:00.000,2022-01-11 00:00:00.000,"{fungifree,zoll,controller}"
20463,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-13 00:00:00.000,2022-02-19 00:00:00.000,"{fungifree,zoll,controller}"
20464,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-28 00:00:00.000,2022-02-03 00:00:00.000,{zignal}
20465,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-05-01 00:00:00.000,2022-05-07 00:00:00.000,"{fungifree,zoll,controller}"
20466,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-21 00:00:00.000,2022-03-27 00:00:00.000,"{fungifree,zoll,controller}"
20467,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-04-13 00:00:00.000,2022-04-19 00:00:00.000,{zignal}
20468,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-13 00:00:00.000,2022-03-19 00:00:00.000,"{fungifree,zoll,controller}"
20469,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-01 00:00:00.000,2022-03-07 00:00:00.000,"{fungifree,zoll,controller}"
20470,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-21 00:00:00.000,2022-02-27 00:00:00.000,{zignal}
20471,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-04-17 00:00:00.000,2022-04-23 00:00:00.000,"{fungifree,zoll,controller}"
20472,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-01 00:00:00.000,2022-02-07 00:00:00.000,"{fungifree,zoll,controller}"
20473,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-17 00:00:00.000,2022-01-23 00:00:00.000,{zignal}
20474,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-01 00:00:00.000,2022-02-07 00:00:00.000,{zignal}
20475,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-04-05 00:00:00.000,2022-04-11 00:00:00.000,{zignal}
20476,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-13 00:00:00.000,2022-01-19 00:00:00.000,{zignal}
20477,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-25 00:00:00.000,2022-03-03 00:00:00.000,{zignal}
20478,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-17 00:00:00.000,2022-02-23 00:00:00.000,"{fungifree,zoll,controller}"
20479,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-01 00:00:00.000,2022-03-07 00:00:00.000,{zignal}
20480,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-05 00:00:00.000,2022-03-11 00:00:00.000,{zignal}
20481,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-25 00:00:00.000,2022-03-03 00:00:00.000,"{fungifree,zoll,controller}"
20482,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-21 00:00:00.000,2022-03-27 00:00:00.000,{zignal}
20483,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-13 00:00:00.000,2022-01-19 00:00:00.000,"{fungifree,zoll,controller}"
20484,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-21 00:00:00.000,2022-02-27 00:00:00.000,"{fungifree,zoll,controller}"
20485,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-09 00:00:00.000,2022-02-15 00:00:00.000,{zignal}
20486,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-04-13 00:00:00.000,2022-04-19 00:00:00.000,"{fungifree,zoll,controller}"
20487,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-28 00:00:00.000,2022-04-03 00:00:00.000,{zignal}
20488,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-09 00:00:00.000,2022-03-15 00:00:00.000,"{fungifree,zoll,controller}"
20489,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-13 00:00:00.000,2022-03-19 00:00:00.000,{zignal}
20490,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-05 00:00:00.000,2022-01-11 00:00:00.000,{zignal}
20491,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-05 00:00:00.000,2022-03-11 00:00:00.000,"{fungifree,zoll,controller}"
20492,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-04-09 00:00:00.000,2022-04-15 00:00:00.000,{zignal}
20493,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-09 00:00:00.000,2022-02-15 00:00:00.000,"{fungifree,zoll,controller}"
20494,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-28 00:00:00.000,2022-02-03 00:00:00.000,"{fungifree,zoll,controller}"
20495,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-05-05 00:00:00.000,2022-05-11 00:00:00.000,"{fungifree,zoll,controller}"
20496,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-04-01 00:00:00.000,2022-04-07 00:00:00.000,"{fungifree,zoll,controller}"
20497,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-03-17 00:00:00.000,2022-03-23 00:00:00.000,{zignal}
20498,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-09 00:00:00.000,2022-01-15 00:00:00.000,{zignal}
20507,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-06-05 00:00:00.000,2022-06-11 00:00:00.000,{zignal}
20517,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2023-03-21 00:00:00.000,2023-03-27 00:00:00.000,"{fungifree,zoll,controller}"
20527,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-06-13 00:00:00.000,2022-06-19 00:00:00.000,{zignal}
20537,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-09-13 00:00:00.000,2022-09-19 00:00:00.000,{zignal}
20547,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-04-27 00:00:00.000,2022-05-03 00:00:00.000,{zignal}
20556,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-09-17 00:00:00.000,2022-09-23 00:00:00.000,{zignal}
20564,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-05-05 00:00:00.000,2022-05-11 00:00:00.000,{zignal}
20577,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,"{fungifree,zoll,controller}"
20591,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-05-17 00:00:00.000,2022-05-23 00:00:00.000,{zignal}
20597,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-09-17 00:00:00.000,2022-09-23 00:00:00.000,"{fungifree,zoll,controller}"
20607,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-06-01 00:00:00.000,2022-06-07 00:00:00.000,"{fungifree,zoll,controller}"
20617,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2023-02-01 00:00:00.000,2023-02-07 00:00:00.000,"{fungifree,zoll,controller}"
20628,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-12-17 00:00:00.000,2022-12-23 00:00:00.000,{zignal}
20637,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2023-10-05 00:00:00.000,2023-10-11 00:00:00.000,"{fungifree,zoll,controller}"
20648,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-10-09 00:00:00.000,2022-10-15 00:00:00.000,{zignal}
20658,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-02-21 00:00:00.000,2023-02-27 00:00:00.000,{zignal}
20668,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-09-01 00:00:00.000,2022-09-07 00:00:00.000,"{fungifree,zoll,controller}"
20678,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-10-05 00:00:00.000,2022-10-11 00:00:00.000,{zignal}
20688,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-02-25 00:00:00.000,2023-03-03 00:00:00.000,{zignal}
20698,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-11-13 00:00:00.000,2022-11-19 00:00:00.000,{zignal}
20703,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-11-01 00:00:00.000,2023-11-07 00:00:00.000,{zignal}
20713,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2024-01-01 00:00:00.000,2024-01-07 00:00:00.000,{zignal}
20724,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-03-09 00:00:00.000,2023-03-15 00:00:00.000,{zignal}
20734,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-12-01 00:00:00.000,2023-12-07 00:00:00.000,{zignal}
20743,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-06-05 00:00:00.000,2023-06-11 00:00:00.000,{zignal}
20755,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2023-02-21 00:00:00.000,2023-02-27 00:00:00.000,"{fungifree,zoll,controller}"
20765,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2024-01-01 00:00:00.000,2024-01-07 00:00:00.000,"{fungifree,zoll,controller}"
20772,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-06-09 00:00:00.000,2023-06-15 00:00:00.000,{zignal}
20781,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-04-09 00:00:00.000,2022-04-15 00:00:00.000,{zignal}
20790,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2024-01-17 00:00:00.000,2024-01-23 00:00:00.000,"{fungifree,zoll,controller}"
20800,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-06-17 00:00:00.000,2023-06-23 00:00:00.000,{zignal}
20811,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-03-28 00:00:00.000,2022-04-03 00:00:00.000,{zignal}
20822,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-09-05 00:00:00.000,2022-09-11 01:00:00.000,"{fungifree,zoll,controller}"
20830,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-08-05 00:00:00.000,2023-08-11 00:00:00.000,{zignal}
20840,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7070071638119,-108.6599712682,0.0,2022-07-09 00:00:00.000,2022-07-15 00:00:00.000,"{fungifree,zoll,controller}"
20849,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-04-17 00:00:00.000,2022-04-23 00:00:00.000,{zignal}
20860,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-06-01 00:00:00.000,2022-06-07 00:00:00.000,{zignal}
20874,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-02-21 00:00:00.000,2022-02-27 00:00:00.000,{zignal}
20879,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7070071638119,-108.6599712682,0.0,2022-03-28 00:00:00.000,2022-04-03 00:00:00.000,"{fungifree,zoll,controller}"
20889,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-02-17 00:00:00.000,2022-02-23 00:00:00.000,{zignal}
20900,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-10-01 00:00:00.000,2022-10-07 00:00:00.000,{zignal}
20909,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7070071638119,-108.6599712682,0.0,2022-02-25 00:00:00.000,2022-03-03 00:00:00.000,"{fungifree,zoll,controller}"
20921,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-09-13 00:00:00.000,2022-09-19 00:00:00.000,{zignal}
20928,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-11-27 00:00:00.000,2022-12-03 00:00:00.000,{zignal}
20940,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7070071638119,-108.6599712682,0.0,2023-02-17 00:00:00.000,2023-02-23 00:00:00.000,"{fungifree,zoll,controller}"
20500,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-02-13 00:00:00.000,2022-02-19 00:00:00.000,{zignal}
20510,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-01-21 00:00:00.000,2022-01-27 00:00:00.000,{zignal}
20520,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-11-17 00:00:00.000,2022-11-23 00:00:00.000,{zignal}
20532,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-08-21 00:00:00.000,2022-08-27 00:00:00.000,"{fungifree,zoll,controller}"
20542,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-03-21 00:00:00.000,2023-03-27 00:00:00.000,{zignal}
20549,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-04-27 00:00:00.000,2023-05-03 00:00:00.000,{zignal}
20562,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-10-13 00:00:00.000,2022-10-19 00:00:00.000,"{fungifree,zoll,controller}"
20570,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-05-09 00:00:00.000,2022-05-15 00:00:00.000,"{fungifree,zoll,controller}"
20578,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2023-04-05 00:00:00.000,2023-04-11 00:00:00.000,"{fungifree,zoll,controller}"
20590,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-08-13 00:00:00.000,2022-08-19 00:00:00.000,{zignal}
20601,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-11-01 00:00:00.000,2022-11-07 00:00:00.000,{zignal}
20611,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2022-12-13 00:00:00.000,2022-12-19 00:00:00.000,"{fungifree,zoll,controller}"
20621,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2023-01-01 00:00:00.000,2023-01-07 00:00:00.000,"{fungifree,zoll,controller}"
20631,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-08-09 00:00:00.000,2022-08-15 00:00:00.000,{zignal}
20642,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-06-01 00:00:00.000,2022-06-07 00:00:00.000,{zignal}
20651,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-01-01 00:00:00.000,2023-01-07 00:00:00.000,{zignal}
20661,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-03-01 00:00:00.000,2023-03-07 00:00:00.000,{zignal}
20672,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2022-11-05 00:00:00.000,2022-11-11 00:00:00.000,{zignal}
20682,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2022-10-05 00:00:00.000,2022-10-11 00:00:00.000,"{fungifree,zoll,controller}"
20694,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Mildiu,bajo,25.7070071638119,-108.6599712682,0.0,2022-02-09 00:00:00.000,2022-02-15 00:00:00.000,{zignal}
20710,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-10-13 00:00:00.000,2023-10-19 00:00:00.000,{zignal}
20720,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7079082383786,-108.6555436115,0.0,2023-08-17 00:00:00.000,2023-08-23 00:00:00.000,"{fungifree,zoll,controller}"
20730,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Cenicilla Erysiphe,moderado,25.7079082383786,-108.6555436115,0.0,2023-11-17 00:00:00.000,2023-11-23 00:00:00.000,"{fungifree,zoll,controller}"
20740,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7070071638119,-108.6599712682,0.0,2022-02-05 00:00:00.000,2022-02-11 00:00:00.000,"{fungifree,zoll,controller}"
20750,"5c59d680-a404-11ee-bf5a-9971fe82ba08",sandia,gonzalez_lugo,Cenicilla Erysiphe,bajo,25.7070071638119,-108.6599712682,0.0,2022-06-21 00:00:00.000,2022-06-27 00:00:00.000,"{fungifree,zoll,controller}"
20760,"51c8c280-a404-11ee-bbf0-bfaa11772f14",calabaza,gonzalez_lugo,Mildiu,bajo,25.7079082383786,-108.6555436115,0.0,2023-12-13 00:00:00.000,2023-12-19 00:00:00.000,{zignal}
