"id","uuid","cultivo","predio","enfermedad","riesgo","lat","lng","biomasa","fecha_inicio_analisis","fecha_termino_analisis","productos"
21891,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2022-09-05 00:00:00.000,2022-09-11 01:00:00.000,"{"" ""}"
21899,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2022-06-21 00:00:00.000,2022-06-27 00:00:00.000,"{"" ""}"
21913,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2022-04-01 00:00:00.000,2022-04-07 00:00:00.000,"{"" ""}"
21919,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2022-10-21 00:00:00.000,2022-10-27 00:00:00.000,"{"" ""}"
21932,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2023-04-05 00:00:00.000,2023-04-11 00:00:00.000,"{"" ""}"
21942,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2023-05-13 00:00:00.000,2023-05-19 00:00:00.000,"{"" ""}"
21952,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2022-12-13 00:00:00.000,2022-12-19 00:00:00.000,"{"" ""}"
21961,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2023-08-01 00:00:00.000,2023-08-07 00:00:00.000,"{"" ""}"
21971,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2023-09-17 00:00:00.000,2023-09-23 00:00:00.000,"{"" ""}"
21980,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2023-10-09 00:00:00.000,2023-10-15 00:00:00.000,"{"" ""}"
21992,"5b4c5220-69f0-11ee-8e3e-b79e90629172",agave,eleno_reynoso_la_purisima,Fusarium,bajo,20.7436262672655,-103.04219329755,0.0,2023-09-09 00:00:00.000,2023-09-15 00:00:00.000,"{"" ""}"
